"","DAY","DCAN (kPa)","PLC","YSOIL (MPa)","YPD (MPa)","YMD (MPa)","ECRIT (mmol m-2 s-1)","Leaf NSC (gC m-2)","Stem NSC (gC m-2)","Root NSC (gC m-2)","GS (mmol m-2 s-1)","EC (mmol m-2 s-1)","GPP (mmol m-2 s-1)","SMshall","SMdeep","SMrock","RHIZFshall (mmol m-2 s-1)","RHIZFdeep (mmol m-2 s-1)","RHIZFrock (mmol m-2 s-1)","FinRootCshall (gC m-2 grd)","FinRootCdeep (gC m-2 grd)","FinRootCrock (gC m-2 grd)","MicrobNshall (gN m-2 grd)","MicrobNdeep (gN m-2 grd)","MicrobNrock (gN m-2 grd)","LitterNshall (gN m-2 grd)","LitterNdeep (gN m-2 grd)","LitterNrock (gN m-2 grd)","PlantN (gN m-2 grd)","LAI (m2 m-2)","RLA (m2 m-2)","RA shall (m2 m-2","RA deep (m2 m-2)","RA rock (m2 m-2)"
"1",1,0.765159170060169,60.04678,-0.5296195,-0.86114275,-1.5878625,1.58262083333333,31.165425,71.020725,356.29125,38.52095,0.143929950208333,2.03298489300543,0.214362772507963,0.214880770833333,0.309532605962816,0.0756789662083333,0.0581829545833333,0.00992630675273562,22.6466820833333,22.64513,5.03225503225,4.82864208333333,6.66820416666667,4.13746270833333,2.25518795833333,3.11863208333333,1.67361458333333,2.04943291666667,1.95833020833333,2.06443333333333,0.365114416666667,0.521497520833333,0.113387977083333
"2",2,0.855389967911314,52.13768,-0.55317775,-0.87812275,-1.48675,1.89621729166667,31.243675,67.7028,359.0975,39.317075,0.156988068541667,2.04835456601106,0.212784601558734,0.2144840625,0.309532566720381,0.0789679185416667,0.0654696760416667,0.0125505104791667,22.6510272916667,22.64513,5.03225503225,4.80699458333333,6.637848125,4.08039291666667,2.21724614583333,3.079254375,1.67429860416667,2.0016175,1.95834,2.07173333333333,0.365149104166667,0.521469083333333,0.113381946041667
"3",3,0.440368667790425,52.6991,-0.5617795,-0.872845,-1.169525,1.89495083333333,30.328425,65.509675,361.487,32.6919,0.0617606257291667,0.708282780533637,0.212940027093865,0.214203729166667,0.309532643699598,0.0292716229166667,0.0249738767708333,0.0080734355625,22.65329,22.64513,5.03225503225,4.78277395833333,6.61556770833333,4.02575770833333,2.19028277083333,3.0380225,1.68153710416667,1.95962375,1.95834,2.07179,0.365168,0.521454,0.11337871
"4",4,0.632888381759661,51.93288,-0.53925775,-0.86319525,-1.4551775,1.89821854166667,29.0139,63.423875,363.50375,41.745025,0.122689113583333,1.50019743044127,0.215679332117449,0.214024875,0.309532514623584,0.065534120625,0.0474194308958333,0.00937643898958333,22.6532933333333,22.64513,5.03225503225,4.753414375,6.59127333333333,3.9730075,2.17966895833333,3.004069375,1.68860627083333,1.92600020833333,1.95834,2.07179,0.3651676875,0.521454,0.11337871
"5",5,0.957553992639123,52.17908,-0.557299,-0.8646625,-1.6821775,1.89552395833333,28.8313,61.770725,365.16725,40.729125,0.191401663145833,2.44239251568604,0.214715237614445,0.2136515,0.309532454916991,0.101210255833333,0.0770385039583333,0.0127719549583333,22.6556685416667,22.64513,5.03225503225,4.72538854166667,6.56252229166667,3.92134958333333,2.16846820833333,2.98131354166667,1.6954690625,1.90125666666667,1.95834,2.071850625,0.365185270833333,0.521439208333333,0.113375347916667
"6",6,1.17039217085205,52.3025,-0.58888675,-0.88199,-1.6647575,1.889936875,28.879175,60.840925,366.49675,34.1433,0.218036818125,2.51151225971764,0.212479586976882,0.2131221875,0.309532358321067,0.11189927,0.091221052875,0.0149353502291667,22.6642004166667,22.64513,5.03225503225,4.701169375,6.53146729166667,3.87102979166667,2.14909654166667,2.961688125,1.70254216666667,1.883024375,1.95834,2.07207270833333,0.3652530625,0.521383583333333,0.113363063125
"7",7,1.45377704600817,52.50116,-0.62723275,-0.9081715,-1.6894525,1.8813525,28.6133,60.192375,367.5975,27.871975,0.226925108333333,2.46523041284166,0.210115698117195,0.21251875,0.30953225424883,0.1110518275,0.100027115625,0.0158462343125,22.678189375,22.64513,5.03225503225,4.678261875,6.498573125,3.82237979166667,2.12880789583333,2.94539270833333,1.71076260416667,1.86748833333333,1.95834,2.0724375,0.365365229166667,0.5212915,0.11334339875
"8",8,1.21305822820403,52.99872,-0.66562425,-0.930226,-1.6045025,1.86667604166667,28.139425,59.569175,368.575,29.8577,0.200305545833333,2.39948841269777,0.207972313240226,0.211877354166667,0.309532137481111,0.0889054625,0.098291025,0.01616888875,22.6937964583333,22.64513,5.03225503225,4.652750625,6.46486354166667,3.77572604166667,2.11958885416667,2.929274375,1.71865916666667,1.85074791666667,1.95834,2.07285020833333,0.365491479166667,0.521187708333333,0.113320678333333
"9",9,0.661828651974915,53.6559,-0.69051275,-0.92298225,-1.4298225,1.85525104166667,27.658825,58.959575,369.556,39.38045,0.0990610510416667,1.59792236685758,0.206666598093985,0.211392354166667,0.309532030795799,0.0357858189583333,0.0559031129166667,0.011402080625,22.7009820833333,22.64513,5.03225503225,4.62316583333333,6.42933979166667,3.73021895833333,2.11847710416667,2.91870708333333,1.72585314583333,1.828861875,1.95834,2.07304270833333,0.365550708333333,0.521139104166667,0.113309842916667
"10",10,0.509762086509096,54.10916,-0.68867675,-0.93068425,-1.2918025,1.85852583333333,26.9182,58.174575,370.5345,35.6498,0.0694845909583333,0.960839869787719,0.207692756738024,0.2111129375,0.3095321966418,0.0239729522916667,0.0393583533333333,0.00856067139583333,22.701588125,22.64513,5.03225503225,4.5911775,6.39248583333333,3.684748125,2.12057775,2.91148770833333,1.732360875,1.80713791666667,1.95834,2.07306,0.365556,0.521135,0.1133092
"11",11,0.231306899848324,55.1534,-0.6457505,-0.89967425,-1.049238,1.87827,26.04965,57.253725,371.3635,35.43795,0.0409345220833333,0.617534777054298,0.212709332077769,0.210982416666667,0.309532237855576,0.0176801261666667,0.0169628172916667,0.00719420102083333,22.7016,22.64513,5.03225503225,4.55865229166667,6.35430520833333,3.63912625,2.12308325,2.90811104166667,1.73817014583333,1.78676291666667,1.95834,2.07306,0.365556,0.521135,0.1133092
"12",12,0.472625129733542,51.93622,-0.6070315,-0.87780625,-1.382305,1.88736458333333,25.36915,56.202275,371.98775,57.1459,0.123762075416667,1.47764816190475,0.217541115871405,0.210873520833333,0.309531978617112,0.0674824266666667,0.0454477169583333,0.0106567165625,22.70260375,22.64513,5.03225503225,4.52662541666667,6.31516333333333,3.59367166666667,2.12460960416667,2.9075675,1.7432190625,1.76850520833333,1.95834,2.073085625,0.36556375,0.521128520833333,0.113307836458333
"13",13,1.2101271494583,52.44828,-0.63665925,-0.89534375,-1.7930525,1.8806275,25.980175,55.542925,372.46125,34.3039,0.231371416666667,2.71280563229097,0.216268568283907,0.21043625,0.309531887066892,0.119882939583333,0.0946571560416667,0.0163734727291667,22.7097941666667,22.64513,5.03225503225,4.49696416666667,6.27608854166667,3.549041875,2.12214170833333,2.90683708333333,1.747267875,1.754935,1.95834,2.07327125,0.365620333333333,0.521081875,0.113297844791667
"14",14,1.45792196646488,52.8822,-0.6704295,-0.922843,-1.7366175,1.863239375,26.4641,55.4468,372.78875,28.368,0.242579525,2.63302323176528,0.21382344736395,0.209788875,0.309531759064468,0.112855260416667,0.111768571666667,0.0180422804166667,22.724975625,22.64513,5.03225503225,4.4686175,6.237519375,3.50614541666667,2.11884745833333,2.90578729166667,1.7504379375,1.74280958333333,1.95834,2.07367,0.3657421875,0.5209818125,0.113275956666667
"15",15,1.68196908669983,53.379,-0.7058985,-0.97196175,-1.839715,1.84745770833333,26.584475,55.503075,373.131,25.863275,0.257741852916667,2.57114195060115,0.211475009422319,0.209021458333333,0.309531606477468,0.108991517083333,0.129390291666667,0.0197609216666667,22.7418433333333,22.64513,5.03225503225,4.44153645833333,6.199446875,3.465111875,2.11461970833333,2.90438270833333,1.7527905625,1.730115,1.95834,2.07411541666667,0.3658786875,0.520869625,0.113251551041667
"16",16,1.82110605618666,53.78702,-0.74208225,-0.97679425,-1.9511325,1.83393604166667,26.581875,55.533075,373.551,24.4775,0.261343690416667,2.50887845641266,0.209263090209454,0.208181083333333,0.309531440952642,0.103216081875,0.138704254166667,0.020821,22.7571972916667,22.64513,5.03225503225,4.41438229166667,6.16178166666667,3.42542125,2.11140235416667,2.90262520833333,1.754307625,1.71707520833333,1.95834,2.074525,0.366003666666667,0.520767,0.113229253333333
"17",17,1.64524050224842,53.84548,-0.779163,-0.9999395,-1.7884725,1.822324375,26.517925,55.4965,374.0055,24.716225,0.252426695416667,2.49646212235687,0.207222430711457,0.2073031875,0.309531263031014,0.0921233041666667,0.140283359583333,0.0213746933333333,22.77249625,22.64513,5.03225503225,4.38759791666667,6.12455729166667,3.386665,2.10726158333333,2.90052770833333,1.75490520833333,1.70497979166667,1.95834,2.07493229166667,0.366128083333333,0.520664854166667,0.113207020833333
"18",18,1.64317895893855,54.15358,-0.81857025,-1.028825,-1.7948475,1.81312145833333,26.439,55.4047,374.4595,24.172525,0.244093585416667,2.44004352271484,0.205385696219835,0.2064161875,0.309531078899964,0.0827989208333333,0.139993670833333,0.0219451722916667,22.7891910416667,22.64513,5.03225503225,4.361175,6.087711875,3.348885,2.10241479166667,2.898673125,1.75422739583333,1.69295104166667,1.95834,2.075375625,0.366263791666667,0.520553416666667,0.113182826875
"19",19,0.924635556172966,54.58212,-0.85276025,-1.01966,-1.5623425,1.80797958333333,26.069425,55.2459,374.946,31.4668,0.148491840208333,2.17349835086603,0.204034433746404,0.205647645833333,0.309530903204802,0.0453272690833333,0.091406039375,0.0180998185416667,22.8049322916667,22.64513,5.03225503225,4.334528125,6.04930854166667,3.31208645833333,2.09768810416667,2.9029825,1.75212958333333,1.67995458333333,1.95834,2.07579770833333,0.366392729166667,0.520447583333333,0.113159848125
"20",20,0.613719818526327,55.3126,-0.8714695,-0.996968,-1.414015,1.80343125,25.72345,54.958075,375.5585,29.8111,0.0876364435416667,1.24164226323983,0.20329970505,0.2052218125,0.309530761483951,0.0242318441666667,0.055059555625,0.013823511875,22.8109404166667,22.64513,5.03225503225,4.30531041666667,6.01019208333333,3.27559145833333,2.09685075,2.90878770833333,1.74934702083333,1.66448354166667,1.95834,2.07596333333333,0.366442479166667,0.520406270833333,0.113150756458333
"21",21,0.728767980352955,54.7928,-0.88921975,-1.0030875,-1.5267,1.7949575,25.223,54.4663,376.16375,34.56375,0.105793639770833,1.52655666107499,0.202704060722699,0.204859666666667,0.309530624270647,0.0325075465,0.0634891125,0.0164180814375,22.8122666666667,22.64513,5.03225503225,4.27538229166667,5.97082645833333,3.238735625,2.09747664583333,2.91437541666667,1.7461009375,1.65011333333333,1.95834,2.07599604166667,0.366453125,0.520398145833333,0.113149176666667
"22",22,1.11084068337312,54.93032,-0.92375,-1.02677,-1.8923375,1.76802625,25.443475,54.037025,376.6255,33.88445,0.198129556666667,2.45764684085337,0.201655284742109,0.20432525,0.309530444873553,0.0631052827083333,0.115042999791667,0.0233199225,22.8193327083333,22.64513,5.03225503225,4.24688770833333,5.93153229166667,3.20191604166667,2.0954360625,2.91975166666667,1.74238808333333,1.639310625,1.95834,2.07617625,0.366507833333333,0.520352895833333,0.113139252708333
"23",23,1.4441314207244,55.79614,-0.97592475,-1.090355,-2.016965,1.725816875,25.9452,54.048425,376.9305,27.784125,0.231857979375,2.60830119379438,0.200380085955892,0.203514604166667,0.309530194522598,0.0605531842916667,0.142212885416667,0.0295397922916667,22.8370954166667,22.64513,5.03225503225,4.22122,5.89269145833333,3.16632166666667,2.0871058125,2.92486520833333,1.73811047916667,1.63146770833333,1.95834,2.07664104166667,0.366649895833333,0.520236145833333,0.113113889583333
"24",24,1.71634116262801,56.59216,-1.0322425,-1.17272,-2.0722125,1.6804625,26.065825,54.19475,377.229,23.530725,0.252522660416667,2.40318355424136,0.199203619296248,0.202547916666667,0.309529886926155,0.0557682146666667,0.160817239583333,0.0342751114583333,22.8557322916667,22.64513,5.03225503225,4.19788395833333,5.85445520833333,3.13232979166667,2.07394833333333,2.92965895833333,1.73314385416667,1.62348020833333,1.95834,2.07713854166667,0.366801395833333,0.520111666666667,0.113086760208333
"25",25,1.95742562070012,57.41136,-1.093455,-1.2512625,-2.1383375,1.63321979166667,25.902625,54.221675,377.5475,20.359575,0.254997289583333,2.28541433673598,0.198088987816554,0.201507020833333,0.309529525339561,0.0488720354166667,0.166518925,0.0388653810416667,22.869809375,22.64513,5.03225503225,4.17629604166667,5.81679229166667,3.09956979166667,2.0577415625,2.93410395833333,1.72742508333333,1.61545,1.95834,2.07752,0.366918166666667,0.520015979166667,0.113065994791667
"26",26,2.28883198791377,58.24766,-1.1543875,-1.358255,-2.1314925,1.58621291666667,25.6725,54.125425,377.86475,16.24495,0.247808788333333,1.92120328603328,0.197106437083607,0.200464270833333,0.309529116511125,0.0494027622083333,0.1586458125,0.0398454483333333,22.8790020833333,22.64513,5.03225503225,4.15601666666667,5.77961270833333,3.0676825,2.03900758333333,2.93819708333333,1.7209354375,1.60757958333333,1.95834,2.077781875,0.366997583333333,0.51995075,0.113051727916667
"27",27,1.81893526224065,59.26968,-1.21374,-1.34905,-2.1149075,1.538245625,25.403,53.8879,378.17575,19.06475,0.214031001458333,2.13424092266441,0.1960621615338,0.1995905,0.309528756614614,0.0353826025,0.140840900833333,0.0381415745833333,22.88312,22.64513,5.03225503225,4.13630479166667,5.74279645833333,3.03635666666667,2.01866745833333,2.941913125,1.71361102083333,1.59914854166667,1.95834,2.07790583333333,0.367035291666667,0.5199195625,0.113044957291667
"28",28,1.65061848365542,59.6563,-1.2661,-1.4389225,-2.2118375,1.502013125,25.443275,53.676425,378.4455,21.22355,0.229470933333333,2.31284925569252,0.195549915145911,0.198620125,0.309528261213383,0.025686808375,0.151597647916667,0.0514659166666667,22.8941960416667,22.64513,5.03225503225,4.114865,5.706265,3.00559354166667,2.00277910416667,2.94525791666667,1.70546570833333,1.59284729166667,1.95834,2.07820666666667,0.367126916666667,0.519844333333333,0.113028642291667
"29",29,1.90185351808739,60.48468,-1.3229425,-1.5144825,-2.23912,1.460101875,25.449875,53.566125,378.67375,17.877775,0.2362144,2.16067370037579,0.194926172577996,0.1976804375,0.309527706945202,0.03290630625,0.147367258333333,0.05594076875,22.9073235416667,22.64513,5.03225503225,4.09371791666667,5.670114375,2.97565166666667,1.98724104166667,2.948214375,1.69650666666667,1.587290625,1.95834,2.07856375,0.367235833333333,0.519755,0.113009323541667
"30",30,1.85640178620234,61.20008,-1.3844575,-1.5905725,-2.4030325,1.413984375,25.335225,53.45125,378.886,18.86565,0.233615214583333,2.19334099462581,0.194215385672883,0.196768645833333,0.309527102756453,0.0322825289583333,0.140895320833333,0.0604373104166667,22.9172697916667,22.6451227083333,5.03228190760229,4.07350125,5.634354375,2.94647958333333,1.97036958333333,2.950645625,1.686636125,1.581641875,1.958414375,2.07884041666667,0.367319645833333,0.519685895833333,0.112994517916667
"31",31,1.80611328696469,62.49634,-1.4411825,-1.6375675,-2.434185,1.36949979166667,24.9631,53.15615,379.05875,18.501625,0.22138530625,2.12045322398658,0.193607019559775,0.195932020833333,0.309526475538705,0.02931791875,0.128420975,0.0636464229166667,22.9275995833333,22.6450897916667,5.03241336771417,4.05389333333333,5.59945479166667,2.918004375,1.95242820833333,2.95044791666667,1.67581172916667,1.57173083333333,1.96248166666667,2.07534541666667,0.367406229166667,0.519613395833333,0.112980551875
"32",32,2.15105360389089,63.8015,-1.505545,-1.69641,-2.5374275,1.304141875,22.4897,51.3775,379.02125,15.279925,0.222475478041667,1.8759413312005,0.192909918981611,0.195130583333333,0.309525824621459,0.0377468277083333,0.122766674583333,0.06206259625,22.9345152083333,22.6448970833333,5.03260253717125,4.03627583333333,5.56608854166667,2.890158125,1.92931925,2.94294833333333,1.66397947916667,1.53239166666667,1.98999041666667,2.04692458333333,0.367468041666667,0.519560145833333,0.112971746875
"33",33,1.99409614751673,65.54376,-1.575085,-1.72645,-2.48241,1.23560291666667,20.902825,48.667075,378.48375,14.658475,0.197177317145833,1.96787517796099,0.192049828684883,0.1944044375,0.30952527564981,0.0290533072916667,0.111294373333333,0.0571238216666667,22.9366479166667,22.6445572916667,5.0328008739225,4.02049729166667,5.53150854166667,2.862360625,1.8993984375,2.93427104166667,1.65102185416667,1.49350208333333,2.02061625,2.01584854166667,0.367492520833333,0.519537145833333,0.11297017875
"34",34,0.752229969621909,68.29558,-1.6102525,-1.78411,-2.24209,1.1990425,19.96175,46.477,377.4955,24.765975,0.0856495302916667,1.8630415544733,0.191934618782899,0.193823645833333,0.309524703606544,-0.00660037875,0.0487710514583333,0.0443510175,22.9424891666667,22.6444295833333,5.03344484064521,4.00138,5.49527020833333,2.83440479166667,1.87628027083333,2.925103125,1.63687547916667,1.46493541666667,2.04535,1.991125,0.367540395833333,0.51949125,0.112968280416667
"35",35,0.508834345229579,38.87764,-0.92965125,-1.7972525,-1.42629,1.424458125,21.1672,46.168125,376.42425,46.330125,0.0948950410416667,1.01160134425841,0.22829406549771,0.194748666666667,0.309526994726315,0.165244533958333,-0.0864788077083333,0.0368098370833333,22.9517666666667,22.645576875,5.03548152999958,3.97724895833333,5.458086875,2.80636020833333,1.86628708333333,2.915529375,1.62160970833333,1.46922208333333,2.04535,1.99144666666667,0.367601854166667,0.519422520833333,0.112975716458333
"36",36,0.792845428312533,54.68228,-0.83897575,-1.08923,-1.9781,1.63803791666667,22.1359,46.3166,375.464,48.597975,0.227027459291667,2.72849878819653,0.255364617924691,0.196495458333333,0.309526634235226,0.304397637625,-0.0874520146458333,0.037522377,22.9591485416667,22.6457395833333,5.03668029460313,3.95350541666667,5.42080458333333,2.77848,1.85411772916667,2.90549354166667,1.60516920833333,1.47358416666667,2.04535,1.99166333333333,0.367652770833333,0.5193688125,0.112978429166667
"37",37,1.39100466607453,54.7216,-0.839804,-1.120405,-1.9171175,1.64587708333333,23.637125,47.0272,374.427,30.610475,0.263056285833333,3.14042095604795,0.2481866844553,0.197055958333333,0.309526145994718,0.327029945833333,-0.0777690791666667,0.0396407983333333,22.9856977083333,22.6468558333333,5.03897844565917,3.93451270833333,5.384910625,2.75205708333333,1.828978,2.89463979166667,1.58734283333333,1.482760625,2.04535,1.992416875,0.367848416666667,0.5191871875,0.112964312916667
"38",38,1.75954013309265,55.43772,-0.84990125,-1.1110625,-1.9839625,1.649166875,24.4785,48.002775,373.58475,25.313475,0.285737358333333,2.86454725745935,0.240955874713978,0.197528041666667,0.309526102771826,0.331501614583333,-0.066346517125,0.0396261241666667,23.01593375,22.648231875,5.04174431022062,3.917245625,5.35110875,2.72789583333333,1.800853875,2.88343125,1.56787660416667,1.48854208333333,2.04535,1.99329125,0.368072895833333,0.5189776875,0.112949550208333
"39",39,1.78176299545048,56.12324,-0.874334,-1.0988825,-2.071565,1.64978291666667,24.819075,48.8731,373.0595,24.878625,0.271935992708333,2.81497668790606,0.234013129388753,0.1978939375,0.30952604444836,0.302489745833333,-0.0426639272916667,0.0374054533333333,23.0387097916667,22.6492064583333,5.04432059010083,3.89960041666667,5.31874708333333,2.705155,1.7742084375,2.87196125,1.5465805,1.49078416666667,2.04535,1.993963125,0.368240375,0.518816041666667,0.112943660208333
"40",40,1.5295524405651,55.9493,-0.91184375,-1.07566,-1.9445475,1.64628958333333,25.27495,49.562975,372.77425,27.214075,0.259273401875,2.89271899754858,0.227676921502811,0.198159833333333,0.309526091876341,0.2833320125,-0.0444395108125,0.0391144035416667,23.0625370833333,22.6507539583333,5.04767354494125,3.88121875,5.287308125,2.68308208333333,1.74979922916667,2.86011354166667,1.52325022916667,1.49203916666667,2.04535,1.99469145833333,0.3684083125,0.518647458333333,0.112944349166667
"41",41,1.58150717716594,56.93732,-0.9614675,-1.12995,-1.9842975,1.62607229166667,25.577075,50.148575,372.608,24.477525,0.23329291875,2.84369694878872,0.221653279326517,0.198439020833333,0.309526147283456,0.2431202375,-0.0310698308333333,0.036754256875,23.088230625,22.6520797916667,5.05098337480479,3.86484416666667,5.25679270833333,2.66184875,1.719969125,2.8475975,1.49765864583333,1.49379229166667,2.04555416666667,1.99546458333333,0.368593625,0.5184643125,0.112942127291667
"42",42,1.81411716359618,58.36182,-1.0064425,-1.173765,-2.057725,1.58204270833333,24.855,50.13235,372.5785,22.0189,0.249509274166667,2.613310846814,0.2168732072619,0.198503125,0.309526165709719,0.201434314833333,0.0111046485416667,0.03982259625,23.1099152083333,22.6530454166667,5.05410486992396,3.84912604166667,5.227490625,2.64158791666667,1.68813391666667,2.83129333333333,1.4694435,1.48174979166667,2.055809375,1.98660666666667,0.368750541666667,0.518305604166667,0.112943832916667
"43",43,1.62156867460133,59.54772,-1.04129,-1.2286,-2.0315775,1.53332291666667,22.368075,48.44125,372.42725,22.927925,0.214355802083333,2.72773738279913,0.212912423941507,0.198430395833333,0.309526064899802,0.150571989583333,0.0142981810416667,0.0402761820833333,23.1264079166667,22.6531308333333,5.05657302568208,3.83547520833333,5.19857541666667,2.621980625,1.64680695833333,2.80964541666667,1.43803108333333,1.44273520833333,2.08744895833333,1.95695729166667,0.368872895833333,0.518180166666667,0.112947061041667
"44",44,1.19365905075068,60.41808,-1.066925,-1.250235,-1.98519,1.495305,21.1003,46.16865,371.83975,27.993325,0.219083583333333,3.11683925163332,0.209578709733956,0.198319916666667,0.309526148364812,0.1488422915625,0.0188163264583333,0.04206426125,23.1479635416667,22.6545497916667,5.06057140566417,3.8215925,5.16832854166667,2.6028275,1.60197516666667,2.78665520833333,1.40261885416667,1.409749375,2.11812854166667,1.9288425,0.3690205,0.5180218125,0.112957826458333
"45",45,1.40769747691341,60.858,-1.09517,-1.2636525,-2.0227325,1.477389375,22.295675,45.59775,370.93325,24.34795,0.217796697916667,2.78656443730257,0.206343991484999,0.19816775,0.309526578817525,0.141356289166667,0.0266287277083333,0.0422484960416667,23.1756641666667,22.6585160416667,5.06735606407188,3.80575208333333,5.13814479166667,2.58422270833333,1.56371470833333,2.75813333333333,1.36208797916667,1.40798375,2.12652,1.92199583333333,0.369190708333333,0.5178218125,0.112987472916667
